state,GEOID,votes_dem,votes_rep,votes_total,pct_dem_lead,official_boundary
OR,41031-East Madras,650,928,1636,-0.1699,true
OR,41031-Round Butte,99,337,446,-0.5336,true
OR,41031-West Madras,413,658,1117,-0.2193,true
OR,41031-Metolius,141,264,416,-0.2957,true
OR,41031-Circle M,37,105,146,-0.4658,true
OR,41031-Suttle Lake,4,11,15,-0.4667,true
OR,41031-Culver,189,507,718,-0.4429,true
OR,41031-Crooked River Ranch,948,2230,3262,-0.393,true
OR,41031-Warm Springs,522,107,664,0.625,true
OR,41031-Agency Plains,89,321,415,-0.559,true
OR,41031-Central,243,571,842,-0.3895,true
OR,41031-Lyle Gap,4,13,19,-0.4737,true
OR,41031-Sunset,182,356,559,-0.3113,true
OR,41031-Haystack,234,865,1116,-0.5654,true
OR,41031-Camp Sherman,152,73,231,0.342,true
OR,41031-Kutcher,26,88,117,-0.5299,true
OR,41033-24,165,383,562,-0.3879,true
OR,41033-11,114,156,286,-0.1469,true
OR,41033-26,179,349,553,-0.3074,true
OR,41033-31,1083,1337,2522,-0.1007,true
OR,41033-16,80,238,330,-0.4788,true
OR,41033-30,364,598,1002,-0.2335,true
OR,41033-4,525,647,1231,-0.0991,true
OR,41033-21,825,1734,2630,-0.3456,true
OR,41033-18,444,954,1446,-0.3527,true
OR,41033-41,26,76,106,-0.4717,true
OR,41033-47,50,83,139,-0.2374,true
OR,41033-17,450,829,1307,-0.29,true
OR,41033-33,192,426,634,-0.3691,true
OR,41033-36,477,1177,1703,-0.411,true
OR,41033-14,28,61,94,-0.3511,true
OR,41033-20,78,139,227,-0.2687,true
OR,41033-7,791,1147,2016,-0.1766,true
OR,41033-2,1693,3112,4938,-0.2874,true
OR,41033-13,66,137,212,-0.3349,true
OR,41033-1,1498,1910,3542,-0.1163,true
OR,41033-34,145,182,336,-0.1101,true
OR,41033-44,63,102,174,-0.2241,true
OR,41033-19,431,1128,1597,-0.4364,true
OR,41033-25,313,675,1019,-0.3553,true
OR,41033-28,140,309,475,-0.3558,true
OR,41033-3,616,886,1548,-0.1744,true
OR,41033-23,93,220,323,-0.3932,true
OR,41033-39,388,854,1276,-0.3652,true
OR,41033-35,216,541,776,-0.4188,true
OR,41033-32,67,138,211,-0.3365,true
OR,41033-22,303,799,1131,-0.4385,true
OR,41033-45,32,90,128,-0.4531,true
OR,41033-42,425,1145,1604,-0.4489,true
OR,41033-43,331,822,1179,-0.4165,true
OR,41033-46,102,164,279,-0.2222,true
OR,41033-15,334,862,1227,-0.4303,true
OR,41033-12,109,133,249,-0.0964,true
OR,41033-5,568,854,1468,-0.1948,true
OR,41033-8,1101,1895,3090,-0.257,true
OR,41033-10,80,131,215,-0.2372,true
OR,41033-9,40,87,134,-0.3507,true
OR,41033-37,365,707,1120,-0.3054,true
OR,41033-38,751,1655,2479,-0.3647,true
OR,41033-6,316,567,902,-0.2783,true
OR,41033-29,9,36,46,-0.587,true
OR,41033-40,330,340,702,-0.0142,true
OR,41033-27,132,314,460,-0.3957,true
OR,41035-38,193,264,470,-0.1511,true
OR,41035-39,44,69,119,-0.2101,true
OR,41035-36,276,346,661,-0.1059,true
OR,41035-37,464,469,967,-0.0052,true
OR,41035-1,529,1601,2192,-0.4891,true
OR,41035-2,34,74,111,-0.3604,true
OR,41035-30,300,533,874,-0.2666,true
OR,41035-5,111,90,210,0.1,true
OR,41035-31,444,508,1000,-0.064,true
OR,41035-6,95,370,470,-0.5851,true
OR,41035-18,253,840,1122,-0.5232,true
OR,41035-19,27,56,87,-0.3333,true
OR,41035-3,78,137,218,-0.2706,true
OR,41035-4,268,818,1113,-0.4942,true
OR,41035-23,530,1520,2109,-0.4694,true
OR,41035-24,148,373,532,-0.4229,true
OR,41035-21,546,1316,1917,-0.4017,true
OR,41035-22,36,157,202,-0.599,true
OR,41035-27,444,1092,1567,-0.4135,true
OR,41035-28,47,203,256,-0.6094,true
OR,41035-25,279,662,979,-0.3912,true
OR,41035-26,296,1024,1345,-0.5413,true
OR,41035-9,102,515,634,-0.6514,true
OR,41035-20,210,593,827,-0.4631,true
OR,41035-43,243,245,509,-0.0039,true
OR,41035-7,756,2128,2943,-0.4662,true
OR,41035-8,126,415,560,-0.5161,true
OR,41035-41,354,615,1001,-0.2607,true
OR,41035-42,121,311,441,-0.4308,true
OR,41035-40,259,313,590,-0.0915,true
OR,41035-12,144,657,819,-0.6264,true
OR,41035-13,266,1833,2154,-0.7275,true
OR,41035-10,371,490,884,-0.1346,true
OR,41035-11,236,792,1052,-0.5285,true
OR,41035-16,50,154,217,-0.4793,true
OR,41035-17,75,232,313,-0.5016,true
OR,41035-41A,54,95,152,-0.2697,true
OR,41035-29,284,796,1106,-0.4629,true
OR,41035-14,32,138,172,-0.6163,true
OR,41035-29A,53,139,194,-0.4433,true
OR,41035-15,114,858,983,-0.7569,true
OR,41035-34,212,330,568,-0.2077,true
OR,41035-35,121,160,288,-0.1354,true
OR,41035-32,170,277,456,-0.2346,true
OR,41035-33,61,67,131,-0.0458,true
OR,41037-5,5,56,61,-0.8361,true
OR,41037-2,26,61,87,-0.4023,true
OR,41037-8,54,168,230,-0.4957,true
OR,41037-6,3,62,66,-0.8939,true
OR,41037-12,65,461,536,-0.7388,true
OR,41037-13,157,711,892,-0.6211,true
OR,41037-10,20,215,238,-0.8193,true
OR,41037-11,37,216,259,-0.6911,true
OR,41037-15,25,92,123,-0.5447,true
OR,41037-14,20,124,146,-0.7123,true
OR,41037-1,28,109,140,-0.5786,true
OR,41037-9,55,162,224,-0.4777,true
OR,41037-16,14,60,74,-0.6216,true
OR,41037-4,25,247,279,-0.7957,true
OR,41037-21,48,164,224,-0.5179,true
OR,41037-18,2,35,37,-0.8919,true
OR,41037-3,33,156,195,-0.6308,true
OR,41037-7,35,169,211,-0.6351,true
OR,41037-20,29,153,191,-0.6492,true
OR,41039-2122,2456,1670,4303,0.1827,true
OR,41039-2238,3098,1303,4619,0.3886,true
OR,41039-2340,2967,1989,5190,0.1884,true
OR,41039-2456,2387,2027,4578,0.0786,true
OR,41039-2562,2758,2510,5455,0.0455,true
OR,41039-2676,2780,3011,6011,-0.0384,true
OR,41039-4200,495,420,944,0.0794,true
OR,41039-4400,1237,1692,3026,-0.1504,true
OR,41039-4500,522,552,1089,-0.0275,true
OR,41039-4700,1502,2234,3872,-0.189,true
OR,41039-4800,657,833,1527,-0.1153,true
OR,41039-4900,1237,1451,2774,-0.0771,true
OR,41039-1120,1577,325,2006,0.6241,true
OR,41039-1122,3478,436,4136,0.7355,true
OR,41039-1124,1010,171,1212,0.6922,true
OR,41039-1126,4134,363,4680,0.8058,true
OR,41039-1230,4670,480,5392,0.7771,true
OR,41039-1232,4840,645,5678,0.7388,true
OR,41039-1234,2803,414,3363,0.7104,true
OR,41039-1340,4626,444,5299,0.7892,true
OR,41039-1342,981,193,1214,0.6491,true
OR,41039-1450,3975,1686,5860,0.3906,true
OR,41039-1452,3045,1199,4403,0.4193,true
OR,41039-1454,1364,359,1768,0.5684,true
OR,41039-1560,1209,750,2024,0.2268,true
OR,41039-1562,3773,1930,5896,0.3126,true
OR,41039-1564,4639,1622,6479,0.4657,true
OR,41039-1670,3630,2630,6497,0.1539,true
OR,41039-1672,2844,1790,4804,0.2194,true
OR,41039-1780,1057,435,1578,0.3942,true
OR,41039-1782,1546,217,1872,0.7099,true
OR,41039-1784,2692,1235,4061,0.3588,true
OR,41039-1786,1398,1037,2502,0.1443,true
OR,41039-1890,1683,1162,2978,0.1749,true
OR,41039-1892,3768,1101,5084,0.5246,true
OR,41039-1894,2827,826,3759,0.5323,true
OR,41039-4300,2352,2665,5218,-0.06,true
OR,41039-4600,3284,2493,5954,0.1329,true
OR,41039-701,777,733,1543,0.0285,true
OR,41039-703,148,111,259,0.1429,true
OR,41039-705,1138,974,2153,0.0762,true
OR,41039-707,281,390,688,-0.1584,true
OR,41039-709,722,877,1628,-0.0952,true
OR,41039-711,1704,2049,3885,-0.0888,true
OR,41039-713,389,739,1139,-0.3073,true
OR,41039-715,625,1057,1719,-0.2513,true
OR,41039-717,1130,1670,2900,-0.1862,true
OR,41039-719,210,224,434,-0.0323,true
OR,41039-721,357,302,669,0.0822,true
OR,41039-723,1815,812,2726,0.3679,true
OR,41039-725,717,1138,1920,-0.2193,true
OR,41039-727,661,970,1665,-0.1856,true
OR,41039-729,318,202,520,0.2231,true
OR,41039-731,2926,1797,4933,0.2289,true
OR,41039-733,4077,1759,6098,0.3801,true
OR,41039-737,1743,1579,3443,0.0476,true
OR,41039-739,1005,860,1916,0.0757,true
OR,41039-741,537,283,844,0.3009,true
OR,41039-743,383,293,704,0.1278,true
OR,41039-747,1877,2952,5006,-0.2147,true
OR,41039-751,1873,2485,4505,-0.1358,true
OR,41039-753,496,868,1386,-0.2684,true
OR,41039-755,1173,1815,3117,-0.206,true
OR,41039-757,1124,1431,2623,-0.117,true
OR,41039-759,1234,1328,2650,-0.0355,true
OR,41039-765,1034,1378,2475,-0.139,true
OR,41041-16,696,377,1099,0.2903,true
OR,41041-04,204,266,482,-0.1286,true
OR,41041-28,142,220,376,-0.2074,true
OR,41041-25,24,62,89,-0.427,true
OR,41041-30,129,106,247,0.0931,true
OR,41041-29,617,612,1278,0.0039,true
OR,41041-26,21,58,79,-0.4684,true
OR,41041-05,875,185,1095,0.6301,true
OR,41041-17,697,384,1109,0.2822,true
OR,41041-24,290,372,685,-0.1197,true
OR,41041-23,428,475,944,-0.0498,true
OR,41041-22,1010,641,1700,0.2171,true
OR,41041-18,691,349,1085,0.3152,true
OR,41041-15,248,118,374,0.3476,true
OR,41041-11,474,237,749,0.3164,true
OR,41041-14,703,399,1147,0.265,true
OR,41041-07,697,426,1161,0.2334,true
OR,41041-21,833,458,1344,0.279,true
OR,41041-10,399,168,591,0.3909,true
OR,41041-09,545,216,800,0.4113,true
OR,41041-19,758,592,1394,0.1191,true
OR,41041-20,1028,567,1655,0.2785,true
OR,41041-02,288,289,591,-0.0017,true
OR,41041-08,610,376,1020,0.2294,true
OR,41041-12,672,441,1165,0.1983,true
OR,41041-13,677,402,1132,0.2429,true
OR,41041-32,439,538,1014,-0.0976,true
OR,41041-03,489,295,824,0.2354,true
OR,41041-01,863,536,1438,0.2274,true
OR,41041-06,776,411,1215,0.3004,true
OR,41041-27,279,442,751,-0.217,true
OR,41041-31,510,627,1172,-0.0998,true
OR,41043-001,1057,589,1744,0.2683,true
OR,41043-002,0,1,1,-1,true
OR,41043-003,334,1040,1425,-0.4954,true
OR,41043-004,135,338,491,-0.4134,true
OR,41043-005,1033,847,1963,0.0948,true
OR,41043-006,304,641,987,-0.3414,true
OR,41043-007,11,60,75,-0.6533,true
OR,41043-008,360,433,820,-0.089,true
OR,41043-009,510,595,1150,-0.0739,true
OR,41043-010,830,768,1673,0.0371,true
OR,41043-011,1309,1255,2667,0.0202,true
OR,41043-012,388,388,817,0,true
OR,41043-013,578,773,1415,-0.1378,true
OR,41043-014,808,751,1635,0.0349,true
OR,41043-015,246,603,879,-0.4061,true
OR,41043-016,874,743,1672,0.0783,true
OR,41043-017,8,17,26,-0.3462,true
OR,41043-018,1099,1053,2244,0.0205,true
OR,41043-019,361,417,809,-0.0692,true
OR,41043-020,160,492,666,-0.4985,true
OR,41043-021,74,235,319,-0.5047,true
OR,41043-022,29,105,139,-0.5468,true
OR,41043-023,205,604,842,-0.4739,true
OR,41043-024,14,35,49,-0.4286,true
OR,41043-025,284,729,1043,-0.4267,true
OR,41043-026,69,168,240,-0.4125,true
OR,41043-027,132,347,505,-0.4257,true
OR,41043-028,33,184,223,-0.6771,true
OR,41043-029,571,1285,1910,-0.3738,true
OR,41043-030,32,151,188,-0.633,true
OR,41043-031,249,820,1102,-0.5181,true
OR,41043-032,140,496,662,-0.5378,true
OR,41043-033,15,27,42,-0.2857,true
OR,41043-034,88,227,319,-0.4357,true
OR,41043-035,343,1037,1423,-0.4877,true
OR,41043-036,517,829,1394,-0.2238,true
OR,41043-037,406,620,1070,-0.2,true
OR,41043-038,366,588,994,-0.2233,true
OR,41043-039,308,318,663,-0.0151,true
OR,41043-040,12,43,56,-0.5536,true
OR,41043-041,246,311,582,-0.1117,true
OR,41043-042,163,538,730,-0.5137,true
OR,41043-043,256,535,819,-0.3407,true
OR,41043-044,53,58,117,-0.0427,true
OR,41043-045,227,655,905,-0.4729,true
OR,41043-046,276,796,1116,-0.4659,true
OR,41043-047,111,128,251,-0.0677,true
OR,41043-048,1091,1064,2223,0.0121,true
OR,41043-049,2,1,3,0.3333,true
OR,41043-050,69,366,448,-0.6629,true
OR,41043-051,164,577,762,-0.542,true
OR,41043-052,142,338,492,-0.3984,true
OR,41043-053,158,598,780,-0.5641,true
OR,41043-054,108,263,384,-0.4036,true
OR,41043-055,126,488,638,-0.5674,true
OR,41043-056,236,597,852,-0.4237,true
OR,41043-057,21,44,69,-0.3333,true
OR,41043-058,16,48,65,-0.4923,true
OR,41043-059,436,1045,1530,-0.398,true
OR,41043-060,230,431,692,-0.2905,true
OR,41043-061,618,744,1417,-0.0889,true
OR,41043-062,331,754,1131,-0.374,true
OR,41043-063,59,213,280,-0.55,true
OR,41043-064,145,420,579,-0.475,true
OR,41043-065,8,31,41,-0.561,true
OR,41043-066,73,167,248,-0.379,true
OR,41043-067,620,656,1319,-0.0273,true
OR,41043-068,57,165,227,-0.4758,true
OR,41043-069,107,377,500,-0.54,true
OR,41043-070,191,490,708,-0.4223,true
OR,41043-071,33,104,139,-0.5108,true
OR,41043-072,199,483,702,-0.4046,true
OR,41043-073,399,766,1210,-0.3033,true
OR,41043-074,238,684,957,-0.466,true
OR,41043-075,253,742,1022,-0.4785,true
OR,41043-076,746,1416,2227,-0.3009,true
OR,41043-077,136,366,527,-0.4364,true
OR,41043-078,225,440,687,-0.313,true
OR,41043-079,539,858,1450,-0.22,true
OR,41043-080,311,855,1202,-0.4526,true
OR,41043-081,423,294,762,0.1693,true
OR,41043-082,626,659,1317,-0.0251,true
OR,41043-083,13,20,33,-0.2121,true
OR,41043-084,702,1202,2004,-0.2495,true
OR,41043-085,274,639,940,-0.3883,true
OR,41045-24 Annex/Huntington/Farewell Bend,42,143,193,-0.5233,true
OR,41045-17 Ironside,3,34,39,-0.7949,true
OR,41045-16 Brogan,21,48,70,-0.3857,true
OR,41045-18 Harper,10,158,172,-0.8605,true
OR,41045-19 Juntura,0,68,68,-1,true
OR,41045-11 Rural Adrian,85,450,550,-0.6636,true
OR,41045-10 City of Adrian,29,47,84,-0.2143,true
OR,41045-22 Arock,0,80,80,-1,true
OR,41045-21 Rural Jordan Valley,4,130,135,-0.9333,true
OR,41045-20 City of Jordan Valley,7,82,89,-0.8427,true
OR,41045-23 McDermitt,2,20,23,-0.7826,true
OR,41045-5 Applegate,82,271,367,-0.515,true
OR,41045-9 Rural Nyssa,124,675,827,-0.6663,true
OR,41045-12 Vale City Limits,175,548,750,-0.4973,true
OR,41045-8 Nyssa City Limits,297,530,854,-0.2728,true
OR,41045-15 Willowcreek,23,208,238,-0.7773,true
OR,41045-14 North Rural Vale,103,637,755,-0.7073,true
OR,41045-13 South Rural Vale,76,459,546,-0.7015,true
OR,41045-2 Ontario,485,480,1026,0.0049,true
OR,41045-1 Ontario,347,537,908,-0.2093,true
OR,41045-4 Ontario,318,553,901,-0.2608,true
OR,41045-3 Ontario,339,477,850,-0.1624,true
OR,41045-7 Butte/Cairo,131,455,599,-0.5409,true
OR,41045-6 Fair/Ontario Heights,181,620,821,-0.5347,true
OR,41047-694,3,0,3,1,true
OR,41047-588,3,10,14,-0.5,true
OR,41047-355,15,32,51,-0.3333,true
OR,41047-311,201,49,261,0.5824,true
OR,41047-312,218,115,348,0.296,true
OR,41047-353,58,62,128,-0.0313,true
OR,41047-326,246,97,356,0.4185,true
OR,41047-696,39,56,101,-0.1683,true
OR,41047-687,40,64,106,-0.2264,true
OR,41047-615,57,163,228,-0.4649,true
OR,41047-330,640,426,1107,0.1933,true
OR,41047-505,90,180,280,-0.3214,true
OR,41047-343,488,379,906,0.1203,true
OR,41047-593,15,27,42,-0.2857,true
OR,41047-925,42,114,159,-0.4528,true
OR,41047-406,378,465,875,-0.0994,true
OR,41047-324,55,28,84,0.3214,true
OR,41047-545,444,412,895,0.0358,true
OR,41047-401,1047,1214,2335,-0.0715,true
OR,41047-915,60,169,236,-0.4619,true
OR,41047-320,232,186,448,0.1027,true
OR,41047-592,34,88,123,-0.439,true
OR,41047-692,12,36,50,-0.48,true
OR,41047-689,2,10,12,-0.6667,true
OR,41047-515,220,346,581,-0.2169,true
OR,41047-845,1179,986,2225,0.0867,true
OR,41047-341,754,547,1345,0.1539,true
OR,41047-865,509,434,984,0.0762,true
OR,41047-331,1593,1235,2934,0.122,true
OR,41047-314,1900,840,2862,0.3704,true
OR,41047-525,334,372,720,-0.0528,true
OR,41047-594,86,126,216,-0.1852,true
OR,41047-673,943,974,1979,-0.0157,true
OR,41047-354,383,279,690,0.1507,true
OR,41047-362,1086,721,1876,0.1946,true
OR,41047-905,35,116,157,-0.5159,true
OR,41047-645,645,1322,2016,-0.3358,true
OR,41047-535,542,787,1379,-0.1777,true
OR,41047-405,2206,2308,4704,-0.0217,true
OR,41047-678,93,151,255,-0.2275,true
OR,41047-323,2214,836,3170,0.4347,true
OR,41047-404,1407,1615,3138,-0.0663,true
OR,41047-589,14,18,32,-0.125,true
OR,41047-372,2052,1569,3771,0.1281,true
OR,41047-792,14,21,38,-0.1842,true
OR,41047-351,500,432,945,0.072,true
OR,41047-403,1614,1921,3665,-0.0838,true
OR,41047-310,2217,1051,3421,0.3408,true
OR,41047-725,546,1013,1627,-0.287,true
OR,41047-855,1278,1019,2390,0.1084,true
OR,41047-691,1810,1882,3815,-0.0189,true
OR,41047-697,1672,1648,3446,0.007,true
OR,41047-825,572,402,1015,0.1675,true
OR,41047-835,704,545,1295,0.1228,true
OR,41047-579,51,98,156,-0.3013,true
OR,41047-321,907,445,1423,0.3247,true
OR,41047-555,637,1004,1708,-0.2149,true
OR,41047-715,568,1330,1953,-0.3902,true
OR,41047-935,10,31,45,-0.4667,true
OR,41047-705,511,1077,1649,-0.3432,true
OR,41047-361,1032,771,1868,0.1397,true
OR,41047-686,41,96,147,-0.3741,true
OR,41047-584,6,10,17,-0.2353,true
OR,41047-340,2139,1834,4107,0.0743,true
OR,41047-350,1478,1297,2887,0.0627,true
OR,41047-332,3113,1991,5291,0.2121,true
OR,41047-402,1870,2070,4064,-0.0492,true
OR,41047-342,3064,2542,5819,0.0897,true
OR,41047-815,606,561,1207,0.0373,true
OR,41047-371,2424,1630,4258,0.1865,true
OR,41047-363,1551,1359,3001,0.064,true
OR,41047-781,243,267,531,-0.0452,true
OR,41047-587,12,59,72,-0.6528,true
OR,41047-783,192,310,527,-0.2239,true
OR,41047-690,1479,1355,2940,0.0422,true
OR,41047-625,1107,1150,2361,-0.0182,true
OR,41047-677,107,163,286,-0.1958,true
OR,41047-586,86,230,321,-0.4486,true
OR,41047-782,53,34,90,0.2111,true
OR,41047-784,81,93,186,-0.0645,true
OR,41047-333,497,585,1114,-0.079,true
OR,41047-655,1316,2609,4080,-0.3169,true
OR,41047-352,1033,990,2095,0.0205,true
OR,41047-688,173,333,525,-0.3048,true
OR,41047-635,1812,1539,3490,0.0782,true
OR,41047-322,1104,860,2032,0.1201,true
OR,41047-790,55,220,285,-0.5789,true
OR,41047-779,521,685,1252,-0.131,true
OR,41047-370,2799,1396,4339,0.3233,true
OR,41047-682,998,1676,2744,-0.2471,true
OR,41047-591,162,333,513,-0.3333,true
OR,41047-679,262,803,1102,-0.4909,true
OR,41047-577,150,305,470,-0.3298,true
OR,41047-680,77,176,264,-0.375,true
OR,41047-786,38,176,220,-0.6273,true
OR,41047-787,489,1016,1564,-0.337,true
OR,41047-780,556,550,1148,0.0052,true
OR,41047-791,265,657,954,-0.4109,true
OR,41047-676,171,219,408,-0.1176,true
OR,41047-590,171,573,769,-0.5228,true
OR,41047-698,288,547,861,-0.3008,true
OR,41047-788,459,971,1460,-0.3507,true
OR,41047-789,825,1677,2585,-0.3296,true
OR,41047-581,724,1382,2180,-0.3018,true
